activity,adult_use,business_dba_name,business_image_url,business_legal_name,business_owner_name,business_phone,business_structure,county,data_refreshed_date,expiration_date,id,issue_date,license_designation,license_number,license_status,license_status_date,license_term,license_type,licensing_authority,licensing_authority_id,medical,parcel_number,premise_city,premise_county,premise_latitude,premise_longitude,premise_state,premise_zip_code
,True,"The Dispensary, LLC",,"The Dispensary, LLC",Charlea Estes-Jones,417-665-1990,,Barry County,2024-03-17T22:44:54.291227,,DIS000093,,adult-use,DIS000093,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 65625,Barry County,36.6789257,-93.86807549999999,MO,65625
,True,"MoBIG Properties, LLC",,"MoBIG Properties, LLC",Matt Warne,573-289-0104,,Greene County,2024-03-17T22:44:54.291227,,DIS000094,,adult-use,DIS000094,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 65804,Greene County,37.1565149,-93.2483058,MO,65804
,True,"Revival Ninety-Eight, LLC",,"Revival Ninety-Eight, LLC",,816-556-3101,,Greene County,2024-03-17T22:44:54.291227,,DIS000095,,adult-use,DIS000095,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 65807,Greene County,37.1756964,-93.3288183,MO,65807
,True,"Ozarks MMD, LLC",,"Ozarks MMD, LLC",Scott Lancaster,870-805-0797,,Greene County,2024-03-17T22:44:54.291227,,DIS000096,,adult-use,DIS000096,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 65807,Greene County,37.1756964,-93.3288183,MO,65807
,True,SMO4 INC,,SMO4 INC,LeAnne Dickerson,816-810-3236,,Jasper County,2024-03-17T22:44:54.291227,,DIS000097,,adult-use,DIS000097,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64836,Jasper County,37.176447,-94.31022279999999,MO,64836
,True,GF Wellness St. Peters LLC,,GF Wellness St. Peters LLC,Joseph Delia,314-282-4679,,St. Charles County,2024-03-17T22:44:54.291227,,DIS000098,,adult-use,DIS000098,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,St Peters,St. Charles County,38.748402,-90.5775426,MO,63303
,True,"Missouri Joint Ventures, LLC",,"Missouri Joint Ventures, LLC",,417-374-7408,,Christian County,2024-03-17T22:44:54.291227,,DIS000099,,adult-use,DIS000099,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 65714,Christian County,37.0433863,-93.294353,MO,65714
,True,"QPS Missouri Holdings, LLC",,"QPS Missouri Holdings, LLC",Vishal Rungta,734-412-4600,,St. Charles County,2024-03-17T22:44:54.291227,,DIS000100,,adult-use,DIS000100,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63304,St. Charles County,38.70360050000001,-90.6488505,MO,63304
,True,"RR Missouri, LLC",,"RR Missouri, LLC",Vishal Rungta,248-255-1283,,Greene County,2024-03-17T22:44:54.291227,,DIS000101,,adult-use,DIS000101,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 65802,Greene County,37.1953893,-93.3892894,MO,65802
,True,"Bloom Medicinals of MO, LLC",,"Bloom Medicinals of MO, LLC",Jasmine Viola,419-482-8240,,Greene County,2024-03-17T22:44:54.291227,,DIS000102,,adult-use,DIS000102,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 65802,Greene County,37.1953893,-93.3892894,MO,65802
,True,"QPS Missouri Holdings, LLC",,"QPS Missouri Holdings, LLC",Vishal Rungta,734-412-4600,,St. Louis County,2024-03-17T22:44:54.291227,,DIS000103,,adult-use,DIS000103,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63127,St. Louis County,38.531543,-90.417231,MO,63127
,True,"V3 MO Vending 5, LLC",,"V3 MO Vending 5, LLC",Nick Liaromatis,630-747-3542,,Greene County,2024-03-17T22:44:54.291227,,DIS000104,,adult-use,DIS000104,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 65803,Greene County,37.294172,-93.29861059999999,MO,65803
,True,"SW Retail Holdings, LLC",,"SW Retail Holdings, LLC",Adam Stacey,417-840-0577,,Stone County,2024-03-17T22:44:54.291227,,DIS000105,,adult-use,DIS000105,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 65737,Stone County,36.6970059,-93.3693524,MO,65737
,True,"Harmony Neosho, LLC",,"Harmony Neosho, LLC",Daryl Deel,417-434-4892,,Newton County,2024-03-17T22:44:54.291227,,DIS000106,,adult-use,DIS000106,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,Neosho,Newton County,36.8690353,-94.3819793,MO,64850
,True,"Grassroots OpCo MO, LLC",,"Grassroots OpCo MO, LLC",Krystal Wright,816-588-8838,,Greene County,2024-03-17T22:44:54.291227,,DIS000107,,adult-use,DIS000107,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 65802,Greene County,37.1953893,-93.3892894,MO,65802
,True,"Grassroots OpCo MO, LLC",,"Grassroots OpCo MO, LLC",Krystal Wright,816-588-8838,,Jasper County,2024-03-17T22:44:54.291227,,DIS000108,,adult-use,DIS000108,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64801,Jasper County,37.1034245,-94.5418141,MO,64801
,True,"Missouri Made Marijuana, LLC",,"Missouri Made Marijuana, LLC",Randy Black Sr,417-782-9024,,Jasper County,2024-03-17T22:44:54.291227,,DIS000109,,adult-use,DIS000109,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,Joplin,Jasper County,37.0737428,-94.4781855,MO,64804
,True,Easy Mountain Investments LLC,,Easy Mountain Investments LLC,Alex Paulson,417-773-4605,,Greene County,2024-03-17T22:44:54.291227,,DIS000110,,adult-use,DIS000110,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,Republic,Greene County,37.1330057,-93.451036,MO,65738
,True,"Bloom Medicinals of MO – Dispensary 1, LLC",,"Bloom Medicinals of MO – Dispensary 1, LLC",Jasmine Viola,419-482-8240,,Cape Girardeau County,2024-03-17T22:44:54.291227,,DIS000111,,adult-use,DIS000111,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,Cape Girardeau,Cape Girardeau County,37.3222483,-89.55975389999999,MO,63701
,True,"New Growth Horizon, LLC",,"New Growth Horizon, LLC",John Pennington,314-749-2677,,St. Louis County,2024-03-17T22:44:54.291227,,DIS000112,,adult-use,DIS000112,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63125,,38.5161654,-90.2901815,MO,63125
,True,JG Missouri LLC,,JG Missouri LLC,Gail Brashers-Krug,319-621-4006,,St. Louis County,2024-03-17T22:44:54.291227,,DIS000114,,adult-use,DIS000114,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63105,,38.6446552,-90.33013419999999,MO,63105
,True,Hayti Investments LLC,,Hayti Investments LLC,Krystal Wright,816-588-8838,,Pemiscot County,2024-03-17T22:44:54.291227,,DIS000115,,adult-use,DIS000115,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63851,Pemiscot County,36.233679,-89.74952720000002,MO,63851
,True,"Nirvana Bliss I, LLC",,"Nirvana Bliss I, LLC",Bradford Goette,314-448-3848,,Jefferson County,2024-03-17T22:44:54.291227,,DIS000116,,adult-use,DIS000116,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO,Jefferson County,38.2135566,-90.40329659999999,MO,63028
,True,"V3 MO Vending 7, LLC",,"V3 MO Vending 7, LLC",Nick Liaromatis,630-747-3542,,St. Louis County,2024-03-17T22:44:54.291227,,DIS000117,,adult-use,DIS000117,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63141,St. Louis County,38.6624944,-90.4785495,MO,63141
,True,Heya Park Hills Retail LLC,,Heya Park Hills Retail LLC,Carl Bearden,314-650-4597,,St. Francois County,2024-03-17T22:44:54.291227,,DIS000118,,adult-use,DIS000118,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,Park Hills,St. Francois County,37.8428039,-90.4957962,MO,63601
,True,"Organic Remedies MO, Inc.",,"Organic Remedies MO, Inc.",,573-279-4020,,St. Louis County,2024-03-17T22:44:54.291227,,DIS000119,,adult-use,DIS000119,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO,,38.6270025,-90.19940419999999,MO,63123
,True,Sikeston Investments LLC,,Sikeston Investments LLC,Krystal Wright,816-588-8838,,Scott County,2024-03-17T22:44:54.291227,,DIS000120,,adult-use,DIS000120,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63801,Scott County,36.876719,-89.5878579,MO,63801
,True,COMO Health LLC,,COMO Health LLC,Kevin Gibbs,240-447-5806,,St. Louis County,2024-03-17T22:44:54.291227,,DIS000121,,adult-use,DIS000121,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63088,St. Louis County,38.5522581,-90.4927134,MO,63088
,True,Poplar Bluff Investments LLC,,Poplar Bluff Investments LLC,Krystal Wright,816-588-8838,,Butler County,2024-03-17T22:44:54.291227,,DIS000122,,adult-use,DIS000122,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO,Butler County,36.7539046,-90.3933649,MO,63901
,True,"STL Dispensaries 51, LLC",,"STL Dispensaries 51, LLC",Joseph Barczewski,314-892-7005,,St. Louis County,2024-03-17T22:44:54.291227,,DIS000123,,adult-use,DIS000123,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,St. Louis,,38.59285819999999,-90.28605309999999,MO,63123
,True,"Green South Missouri, LLC",,"Green South Missouri, LLC",Aaron Crawley,479-502-0487,,Jasper County,2024-03-17T22:44:54.291227,,DIS000124,,adult-use,DIS000124,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,Joplin,Newton County,37.0529983,-94.4105747,MO,64804
,True,"Nature's Health and Wellness, LLC",,"Nature's Health and Wellness, LLC",Claire O'Hern,847-830-2561,,Dent County,2024-03-17T22:44:54.291227,,DIS000125,,adult-use,DIS000125,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 65560,Dent County,37.6455993,-91.53598079999999,MO,65560
,True,"Wild MMD Investments, LLC",,"Wild MMD Investments, LLC",Paul Rockers,573-301-9865,,St. Charles County,2024-03-17T22:44:54.291227,,DIS000126,,adult-use,DIS000126,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO,St. Charles County,38.8106075,-90.69984769999999,MO,63368
,True,"Nature's Health and Wellness, LLC",,"Nature's Health and Wellness, LLC",Claire O'Hern,847-830-2561,,Phelps County,2024-03-17T22:44:54.291227,,DIS000127,,adult-use,DIS000127,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO,Phelps County,37.948544,-91.7715303,MO,65401
,True,Astro Farms Alpha LLC,,Astro Farms Alpha LLC,Alex Close,614-296-7521,,Stoddard County,2024-03-17T22:44:54.291227,,DIS000128,,adult-use,DIS000128,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63841,Stoddard County,36.7958866,-89.9578688,MO,63841
,True,"BBMO 1, LLC",,"BBMO 1, LLC",Nicholas  Rinella,312-925-1217,,St. Louis County,2024-03-17T22:44:54.291227,,DIS000129,,adult-use,DIS000129,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63005,,38.6299452,-90.6962853,MO,63005
,True,"RR Missouri, LLC",,"RR Missouri, LLC",Vishal Rungta,248-255-1283,,Wright County,2024-03-17T22:44:54.291227,,DIS000130,,adult-use,DIS000130,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 65711,Wright County,37.1306078,-92.2634942,MO,65711
,True,"Occidental Group, Inc.",,"Occidental Group, Inc.",JR Narayan,314-754-8710,,Jefferson County,2024-03-17T22:44:54.291227,,DIS000131,,adult-use,DIS000131,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO,Jefferson County,38.2135566,-90.40329659999999,MO,63028
,True,JG Missouri LLC,,JG Missouri LLC,Gail Brashers-Krug,319-621-4006,,St. Francois County,2024-03-17T22:44:54.291227,,DIS000132,,adult-use,DIS000132,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63640,St. Francois County,37.7808846,-90.4217895,MO,63640
,True,"Nature's Health and Wellness, LLC",,"Nature's Health and Wellness, LLC",Claire O'Hern,847-830-2561,,Phelps County,2024-03-17T22:44:54.291227,,DIS000133,,adult-use,DIS000133,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 65559,Phelps County,37.9972645,-91.61432239999999,MO,65559
,True,"JK MMD Investments, LLC",,"JK MMD Investments, LLC",Ryan Herget,507-607-1508,,Cape Girardeau County,2024-03-17T22:44:54.291227,,DIS000134,,adult-use,DIS000134,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63755,Cape Girardeau County,37.3822732,-89.6662063,MO,63755
,True,"JK MMD Investments, LLC",,"JK MMD Investments, LLC",Ryan Herget,507-607-1508,,Dunklin County,2024-03-17T22:44:54.291227,,DIS000135,,adult-use,DIS000135,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63857,Dunklin County,36.2361762,-90.0556493,MO,63857
,True,"North Medical Group, LLC",,"North Medical Group, LLC",Kelsey Volner,314-366-5617,,Jefferson County,2024-03-17T22:44:54.291227,,DIS000136,,adult-use,DIS000136,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63050,Jefferson County,38.2320376,-90.5627432,MO,63050
,True,Bootheel CannaCare Dispensary LLC,,Bootheel CannaCare Dispensary LLC,Lori Garrett,573-359-4963,,Cape Girardeau County,2024-03-17T22:44:54.291227,,DIS000137,,adult-use,DIS000137,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO,Cape Girardeau County,37.3058839,-89.51814759999999,MO,63701
,True,"Organic Remedies MO, Inc.",,"Organic Remedies MO, Inc.",,573-279-4020,,Cape Girardeau County,2024-03-17T22:44:54.291227,,DIS000138,,adult-use,DIS000138,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO,Cape Girardeau County,37.3058839,-89.51814759999999,MO,63701
,True,Cape Girardeau Investments LLC,,Cape Girardeau Investments LLC,Krystal Wright,816-588-8838,,Cape Girardeau County,2024-03-17T22:44:54.291227,,DIS000139,,adult-use,DIS000139,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO,Cape Girardeau County,37.3058839,-89.51814759999999,MO,63701
,True,29 AND 79 LLC,,29 AND 79 LLC,Daniel Freund,573-366-0027,,St. Francois County,2024-03-17T22:44:54.291227,,DIS000141,,adult-use,DIS000141,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63640,St. Francois County,37.7808846,-90.4217895,MO,63640
,True,"Kind Goods Fenton, LLC",,"Kind Goods Fenton, LLC",Andrew Lammert,314-223-6680,,St. Louis County,2024-03-17T22:44:54.291227,,DIS000142,,adult-use,DIS000142,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,Fenton,St. Louis County,38.5025243,-90.4449997,MO,63026
,True,"QPS Missouri Holdings, LLC",,"QPS Missouri Holdings, LLC",Vishal Rungta,734-412-4600,,Cape Girardeau County,2024-03-17T22:44:54.291227,,DIS000143,,adult-use,DIS000143,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63703,Cape Girardeau County,37.2856186,-89.5403279,MO,63703
,True,"RR Missouri, LLC",,"RR Missouri, LLC",Vishal Rungta,248-255-1283,,Howell County,2024-03-17T22:44:54.291227,,DIS000144,,adult-use,DIS000144,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 65775,,36.7242055,-91.8708613,MO,65775
,True,"Missouri Health & Wellness, LLC",,"Missouri Health & Wellness, LLC",Maggie Chatterton,309-255-7887,,Franklin County,2024-03-17T22:44:54.291227,,DIS000145,,adult-use,DIS000145,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO,Franklin County,38.55810719999999,-91.01208779999999,MO,63090
,True,"Missouri Health & Wellness, LLC",,"Missouri Health & Wellness, LLC",Maggie Chatterton,309-255-7887,,Pettis County,2024-03-17T22:44:54.291227,,DIS000146,,adult-use,DIS000146,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,Sedalia,Pettis County,38.6963602,-93.25040729999999,MO,65301
,True,"Missouri Health & Wellness, LLC",,"Missouri Health & Wellness, LLC",Maggie Chatterton,309-255-7887,,Cole County,2024-03-17T22:44:54.291227,,DIS000147,,adult-use,DIS000147,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,Jefferson City,Cole County,38.5526813,-92.20282809999999,MO,65109
,True,"BD Health Retail 1, LLC",,"BD Health Retail 1, LLC",Mark Hendren,417-850-9999,,Polk County,2024-03-17T22:44:54.291227,,DIS000148,,adult-use,DIS000148,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 65674,Polk County,37.7944806,-93.57798149999999,MO,65674
,True,"Nirvana Bliss III, LLC",,"Nirvana Bliss III, LLC",Bradford Goette,314-448-3848,,Jefferson County,2024-03-17T22:44:54.291227,,DIS000149,,adult-use,DIS000149,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63051,Jefferson County,38.4096193,-90.56970849999999,MO,63051
,True,BMD Warrensburg LLC,,BMD Warrensburg LLC,Jack Mitchell,858-848-4588,,Johnson County,2024-03-17T22:44:54.291227,,DIS000150,,adult-use,DIS000150,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64093,Johnson County,38.7627893,-93.73604979999999,MO,64093
,True,BeLeaf Medical LLC,,BeLeaf Medical LLC,Kevin Riggs,636-448-6021,,St. Charles County,2024-03-17T22:44:54.291227,,DIS000151,,adult-use,DIS000151,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,Earth City,St. Louis County,38.76786329999999,-90.453037,MO,63376
,True,Nature’s Med MO LLC,,Nature’s Med MO LLC,Jayeshkumar Patel,618-210-1577,,St. Charles County,2024-03-17T22:44:54.291227,,DIS000152,,adult-use,DIS000152,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,O'Fallon,St. Charles County,38.7907638,-90.73717490000001,MO,63366
,True,"MO Med Moberly, LLC",,"MO Med Moberly, LLC",Brooke Foster,660-651-3252,,Randolph County,2024-03-17T22:44:54.291227,,DIS000153,,adult-use,DIS000153,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,Moberly,Randolph County,39.4192646,-92.4376241,MO,65270
,True,GRD TROY LLC,,GRD TROY LLC,,833-469-9333,,Lincoln County,2024-03-17T22:44:54.291227,,DIS000154,,adult-use,DIS000154,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,Troy,Lincoln County,38.9883205,-90.9753363,MO,63379
,True,"V3 MO Vending 1, LLC",,"V3 MO Vending 1, LLC",Nick Liaromatis,630-747-3542,,St. Charles County,2024-03-17T22:44:54.291227,,DIS000155,,adult-use,DIS000155,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63366,St. Charles County,38.8809704,-90.73427339999999,MO,63366
,True,"Missouri Health & Wellness, LLC",,"Missouri Health & Wellness, LLC",Paul Rockers,573-301-9865,,Cass County,2024-03-17T22:44:54.291227,,DIS000156,,adult-use,DIS000156,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64012,Cass County,38.7952436,-94.5418141,MO,64012
,True,GRD Mexico LLC,,GRD Mexico LLC,,833-469-9333,,Audrain County,2024-03-17T22:44:54.291227,,DIS000157,,adult-use,DIS000157,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 65265,Audrain County,39.1730652,-91.887271,MO,65265
,True,"New Growth Horizon, LLC",,"New Growth Horizon, LLC",John Pennington,314-749-2677,,Warren County,2024-03-17T22:44:54.291227,,DIS000158,,adult-use,DIS000158,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO,Warren County,38.8211845,-91.1391977,MO,63383
,True,"Kind Goods St. Peters, LLC",,"Kind Goods St. Peters, LLC",Andrew Lammert,314-223-6680,,St. Charles County,2024-03-17T22:44:54.291227,,DIS000159,,adult-use,DIS000159,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,St Peters,St. Charles County,38.7913245,-90.5643623,MO,63376
,True,GRD Columbia LLC,,GRD Columbia LLC,,833-469-9333,,Boone County,2024-03-17T22:44:54.291227,,DIS000160,,adult-use,DIS000160,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 65203,,38.9538484,-92.3714428,MO,65203
,True,Mint MO 4 LLC,,Mint MO 4 LLC,Alasaundra Frampton,623-297-9109,,St. Charles County,2024-03-17T22:44:54.291227,,DIS000161,,adult-use,DIS000161,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63376,St. Charles County,38.7874699,-90.6298922,MO,63376
,True,"Shangri-La Jefferson, LLC.",,"Shangri-La Jefferson, LLC.",Nevil Patel,888-991-9222,,Cole County,2024-03-17T22:44:54.291227,,DIS000162,,adult-use,DIS000162,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 65109,Cole County,38.5686223,-92.2433487,MO,65109
,True,"Shangri-La Nevada, LLC",,"Shangri-La Nevada, LLC",Shrinivas Haribhakti,573-476-3490,,Vernon County,2024-03-17T22:44:54.291227,,DIS000163,,adult-use,DIS000163,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,Nevada,Vernon County,37.8374447,-94.3760891,MO,64772
,True,MOAZ Industries LLC,,MOAZ Industries LLC,,573-745-4820,,Camden County,2024-03-17T22:44:54.291227,,DIS000164,,adult-use,DIS000164,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 65065,,38.1280947,-92.6685736,MO,65065
,True,"North Medical Group, LLC",,"North Medical Group, LLC",Kelsey Volner,314-366-5617,,Jefferson County,2024-03-17T22:44:54.291227,,DIS000165,,adult-use,DIS000165,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63070,Jefferson County,38.2842567,-90.403094,MO,63070
,True,Heya Eldon Retail LLC,,Heya Eldon Retail LLC,Carl Bearden,314-650-4597,,Miller County,2024-03-17T22:44:54.291227,,DIS000166,,adult-use,DIS000166,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 65026,Miller County,38.3341134,-92.5859673,MO,65026
,True,"Shangri-La Columbia, LLC",,"Shangri-La Columbia, LLC",Nevil Patel,888-991-9222,,Boone County,2024-03-17T22:44:54.291227,,DIS000167,,adult-use,DIS000167,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,Columbia,Boone County,38.96505459999999,-92.2877512,MO,65202
,True,Heya St. Charles Retail II LLC,,Heya St. Charles Retail II LLC,Carl Bearden,314-650-4597,,St. Charles County,2024-03-17T22:44:54.291227,,DIS000168,,adult-use,DIS000168,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,St Peters,St. Charles County,38.7985678,-90.58314419999999,MO,63376
,True,"Sunrise Beach GP, LLC",,"Sunrise Beach GP, LLC",,866-217-4063,,Camden County,2024-03-17T22:44:54.291227,,DIS000169,,adult-use,DIS000169,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 65079,Camden County,38.1758645,-92.7843553,MO,65079
,True,"Green South Missouri, LLC",,"Green South Missouri, LLC",Aaron Crawley,479-502-0487,,Jasper County,2024-03-17T22:44:54.291227,,DIS000170,,adult-use,DIS000170,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,Joplin,Newton County,37.0529983,-94.4105747,MO,64804
,True,Blue Arrow Holdings LLC,,Blue Arrow Holdings LLC,Zach Voudrie,314-359-1987,,Camden County,2024-03-17T22:44:54.291227,,DIS000171,,adult-use,DIS000171,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 65079,Camden County,38.1758645,-92.7843553,MO,65079
,True,"Shangri-La Columbia South, LLC",,"Shangri-La Columbia South, LLC",Nevil Patel,888-991-9222,,Boone County,2024-03-17T22:44:54.291227,,DIS000172,,adult-use,DIS000172,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,Columbia,Boone County,38.9061572,-92.3359363,MO,65203
,True,"Green South Missouri, LLC",,"Green South Missouri, LLC",Aaron Crawley,479-502-0487,,Jasper County,2024-03-17T22:44:54.291227,,DIS000173,,adult-use,DIS000173,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,Joplin,Newton County,37.0529983,-94.4105747,MO,64804
,True,"STL Dispensaries 51, LLC",,"STL Dispensaries 51, LLC",Paul Rockers,573-301-9865,,Jefferson County,2024-03-17T22:44:54.291227,,DIS000174,,adult-use,DIS000174,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,Imperial,Jefferson County,38.3704512,-90.3874269,MO,63052
,True,THF Partners LLC,,THF Partners LLC,Krystal Wright,816-588-8838,,Cass County,2024-03-17T22:44:54.291227,,DIS000175,,adult-use,DIS000175,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64701,Cass County,38.6533445,-94.3488372,MO,64701
,True,Missouri Wild Apothecary LLC,,Missouri Wild Apothecary LLC,Jason Crady,314-709-1745,,St. Charles County,2024-03-17T22:44:54.291227,,DIS000176,,adult-use,DIS000176,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,O'Fallon,St. Charles County,38.8061537,-90.7692697,MO,63366
,True,COMO Health LLC,,COMO Health LLC,Kevin Gibbs,240-447-5806,,Boone County,2024-03-17T22:44:54.291227,,DIS000177,,adult-use,DIS000177,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 65201,,38.951674,-92.33254099999999,MO,65201
,True,"GF Wright City, LLC",,"GF Wright City, LLC",Dan Welsh,314-520-4515,,Warren County,2024-03-17T22:44:54.291227,,DIS000178,,adult-use,DIS000178,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO,Warren County,38.8275491,-91.0201422,MO,63390
,True,"St. Claire DIS179, Inc.",,"St. Claire DIS179, Inc.",Paul Rockers,573-301-9865,,Franklin County,2024-03-17T22:44:54.291227,,DIS000179,,adult-use,DIS000179,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63077,Franklin County,38.3471103,-90.9818547,MO,63077
,True,JG Missouri LLC,,JG Missouri LLC,Gail Brashers-Krug,319-621-4006,,Cass County,2024-03-17T22:44:54.291227,,DIS000180,,adult-use,DIS000180,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64012,Cass County,38.7952436,-94.5418141,MO,64012
,True,Green Gryphon LLC,,Green Gryphon LLC,Alex Close,614-296-7521,,Franklin County,2024-03-17T22:44:54.291227,,DIS000181,,adult-use,DIS000181,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63069,Franklin County,38.4819976,-90.7415194,MO,63069
,True,"QPS Missouri Holdings, LLC",,"QPS Missouri Holdings, LLC",Vishal Rungta,734-412-4600,,Boone County,2024-03-17T22:44:54.291227,,DIS000182,,adult-use,DIS000182,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 65203,,38.9538484,-92.3714428,MO,65203
,True,"QPS Missouri Holdings, LLC",,"QPS Missouri Holdings, LLC",Vishal Rungta,734-412-4600,,Pulaski County,2024-03-17T22:44:54.291227,,DIS000183,,adult-use,DIS000183,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO,Pulaski County,37.8280961,-92.17766639999999,MO,65584
