license_number,business_dba_name,CEID,license_type,LicenseStatus,premise_county,id,licensing_authority_id,licensing_authority,license_designation,premise_state,license_status_date,license_term,issue_date,expiration_date,business_legal_name,business_owner_name,business_structure,business_email,activity,parcel_number,business_image_url,business_phone,business_website,data_refreshed_date,county,analyses,premise_city,premise_latitude,premise_longitude,premise_street_address,premise_zip_code,license_status,cultivator,retailer
52125541619394980552,Gti Nevada Llc,RD097,Retail Dispensary,Active,Washoe,52125541619394980552,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GTI NEVADA LLC,,,,,,,,,2023-12-11,,,,,,,,,,
52188599373858371816,Blossum Group,RC059,Retail Cultivation,Active,Clark,52188599373858371816,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,BLOSSUM GROUP,,,,,,,,,2023-12-11,,,,,,,,,,
52244773367066952130,Green Cross Nevada Llc,RP019,Retail Production,Non-Operational,Clark,52244773367066952130,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GREEN CROSS NEVADA LLC,,,,,,,,,2023-12-11,,,,,,,,,,
52453211787476290375,Deep Roots Harvest Inc.,RD400,Retail Dispensary,Active,Washoe,52453211787476290375,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,DEEP ROOTS HARVEST INC.,,,,,,,,,2023-12-11,,,,,,,,,,
52535698987090648986,Healthcare Options For Patients Enterprises Llc,C129,Medical Cultivation,Active,Clark,52535698987090648986,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,HEALTHCARE OPTIONS FOR PATIENTS ENTERPRISES LLC,,,,,,,,,2023-12-11,,,,,,,,,,
52625545245998432280,Polaris Wellness Center Llc,RC168,Retail Cultivation,Active,Clark,52625545245998432280,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,POLARIS WELLNESS CENTER LLC,,,,,,,,,2023-12-11,,,,,,,,,,
52712498758628776807,3Ap Inc,RC074,Retail Cultivation,Active,Clark,52712498758628776807,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,3AP INC,,,,,,,,,2023-12-11,,,,,,,,,,
52840251420805492332,Nlvg Llc,C155,Medical Cultivation,Non-Operational,Clark,52840251420805492332,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NLVG LLC,,,,,,,,,2023-12-11,,,,,,,,,,
52864127312203226338,Livfree Wellness Llc A Nevada Limited Liability Company,P023,Medical Production,Non-Operational,Clark,52864127312203226338,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,LIVFREE WELLNESS LLC A NEVADA LIMITED LIABILITY COMPANY,,,,,,,,,2023-12-11,,,,,,,,,,
52922406301834849379,Rural Remedies Llc,C192,Medical Cultivation,Active,Lander,52922406301834849379,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,RURAL REMEDIES LLC,,,,,,,,,2023-12-11,,,,,,,,,,
53116055364203491071,Solace Enterprises Llc,RP046,Retail Production,Active,Clark,53116055364203491071,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SOLACE ENTERPRISES LLC,,,,,,,,,2023-12-11,,,,,,,,,,
53120732963574384733,Clear River Llc,D108,Medical Dispensary,Active,Clark,53120732963574384733,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CLEAR RIVER LLC,,,,,,,,,2023-12-11,,,,,,,,,,
53359095815516640847,Nv Cann Labs Llc,L001,Medical Laboratory,Active,Clark,53359095815516640847,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NV CANN LABS LLC,,,,,,,,,2023-12-11,,,,,,,,,,
53373204442849028916,Zenway Corp,C140,Medical Cultivation,Active,Clark,53373204442849028916,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZENWAY CORP,,,,,,,,,2023-12-11,,,,,,,,,,
53777776848786725022,Southern Nevada Growers Llc,C142,Medical Cultivation,Active,Clark,53777776848786725022,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SOUTHERN NEVADA GROWERS LLC,,,,,,,,,2023-12-11,,,,,,,,,,
53908146183081867945,Helping Hands Wellness Center Inc,RP092,Retail Production,Active,Clark,53908146183081867945,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,HELPING HANDS WELLNESS CENTER INC,,,,,,,,,2023-12-11,,,,,,,,,,
54107604407977306180,Libra Wellness Center Llc,P094,Medical Production,Non-Operational,Clark,54107604407977306180,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,LIBRA WELLNESS CENTER LLC,,,,,,,,,2023-12-11,,,,,,,,,,
54135769938859220718,Essence Tropicana Llc,RD043,Retail Dispensary,Active,Clark,54135769938859220718,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ESSENCE TROPICANA LLC,,,,,,,,,2023-12-11,,,,,,,,,,
54283805068313943868,Paradise Wellness Center Llc,RD138,Retail Dispensary,Active,Clark,54283805068313943868,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,PARADISE WELLNESS CENTER LLC,,,,,,,,,2023-12-11,,,,,,,,,,
54403159919762505142,Livfree Wellness Llc A Nevada Limited Liability Company,D050,Medical Dispensary,Active,Clark,54403159919762505142,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,LIVFREE WELLNESS LLC A NEVADA LIMITED LIABILITY COMPANY,,,,,,,,,2023-12-11,,,,,,,,,,
54477437937479297460,Clark Natural Medicinal Solutions Llc,P108,Medical Production,Active,Clark,54477437937479297460,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CLARK NATURAL MEDICINAL SOLUTIONS LLC,,,,,,,,,2023-12-11,,,,,,,,,,
54535922714915823296,Nevada Holistic Medicine Llc,RD053,Retail Dispensary,Active,Clark,54535922714915823296,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NEVADA HOLISTIC MEDICINE LLC,,,,,,,,,2023-12-11,,,,,,,,,,
54588636135598286871,Nuleaf Clark Dispensary Llc,RD065,Retail Dispensary,Active,Clark,54588636135598286871,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NULEAF CLARK DISPENSARY LLC,,,,,,,,,2023-12-11,,,,,,,,,,
54732391061781763853,Essence Tropicana Llc,D043,Medical Dispensary,Active,Clark,54732391061781763853,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ESSENCE TROPICANA LLC,,,,,,,,,2023-12-11,,,,,,,,,,
54805772257634609868,The Cure Company Nv Llc,C123,Medical Cultivation,Non-Operational,Clark,54805772257634609868,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,THE CURE COMPANY NV LLC,,,,,,,,,2023-12-11,,,,,,,,,,
54843900353627537885,Mm Development Company Inc,RC003,Retail Cultivation,Active,Clark,54843900353627537885,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MM DEVELOPMENT COMPANY INC,,,,,,,,,2023-12-11,,,,,,,,,,
54896246263684448089,Integral Production Llc,P020,Medical Production,Active,Clark,54896246263684448089,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,INTEGRAL PRODUCTION LLC,,,,,,,,,2023-12-11,,,,,,,,,,
54980305084297438991,Thc Nevada Llc,RC030,Retail Cultivation,Active,Clark,54980305084297438991,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,THC NEVADA LLC,,,,,,,,,2023-12-11,,,,,,,,,,
55363208938053798722,Waveseer Of Nevada Llc,RD091,Retail Dispensary,Active,Clark,55363208938053798722,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,WAVESEER OF NEVADA LLC,,,,,,,,,2023-12-11,,,,,,,,,,
55426061278341633047,Floret Nevada Llc,RC128,Retail Cultivation,Non-Operational,Washoe,55426061278341633047,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,FLORET NEVADA LLC,,,,,,,,,2023-12-11,,,,,,,,,,
55740439531874846857,Mmof Vegas Retail 2 Inc,D092,Medical Dispensary,Non-Operational,Clark,55740439531874846857,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MMOF VEGAS RETAIL 2 INC,,,,,,,,,2023-12-11,,,,,,,,,,
55910347793434478299,Serenity Wellness Center Llc,RD046,Retail Dispensary,Active,Clark,55910347793434478299,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SERENITY WELLNESS CENTER LLC,,,,,,,,,2023-12-11,,,,,,,,,,
55959028344138859769,Medical Cannabis Healing Llc,RC178,Retail Cultivation,Active,Clark,55959028344138859769,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MEDICAL CANNABIS HEALING LLC,,,,,,,,,2023-12-11,,,,,,,,,,
56426800972005264608,Tryke Companies So Nv Llc,RD030,Retail Dispensary,Active,Clark,56426800972005264608,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,TRYKE COMPANIES SO NV LLC,,,,,,,,,2023-12-11,,,,,,,,,,
56587702954468594911,Strata Growth Llc,RC130,Retail Cultivation,Active,Nye,56587702954468594911,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,STRATA GROWTH LLC,,,,,,,,,2023-12-11,,,,,,,,,,
56693629355290417097,Livfree Wellness Llc A Nevada Limited Liability Company,RP026,Retail Production,Non-Operational,Washoe,56693629355290417097,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,LIVFREE WELLNESS LLC A NEVADA LIMITED LIABILITY COMPANY,,,,,,,,,2023-12-11,,,,,,,,,,
56859471821919325427,Sf-D Inc,RD012,Retail Dispensary,Active,Clark,56859471821919325427,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SF-D INC,,,,,,,,,2023-12-11,,,,,,,,,,
57013223548758955335,Acres Cultivation Llc,RC013,Retail Cultivation,Active,Nye,57013223548758955335,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ACRES CULTIVATION LLC,,,,,,,,,2023-12-11,,,,,,,,,,
57228409765781650784,Nevada Wellness Center West Llc,RD505,Retail Dispensary,Active,Clark,57228409765781650784,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NEVADA WELLNESS CENTER WEST LLC,,,,,,,,,2023-12-11,,,,,,,,,,
57423515686468109473,Moms Meds Management L.L.C.,P135,Medical Production,Active,Mineral,57423515686468109473,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MOMS MEDS MANAGEMENT L.L.C.,,,,,,,,,2023-12-11,,,,,,,,,,
57597687622179016039,Polaris Wellness Center Llc,C168,Medical Cultivation,Non-Operational,Clark,57597687622179016039,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,POLARIS WELLNESS CENTER LLC,,,,,,,,,2023-12-11,,,,,,,,,,
57708763289160503743,Mm Development Company Inc,C067,Medical Cultivation,Non-Operational,Clark,57708763289160503743,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MM DEVELOPMENT COMPANY INC,,,,,,,,,2023-12-11,,,,,,,,,,
57714553257544850515,Medical Cannabis Healing Llc,C178,Medical Cultivation,Active,Clark,57714553257544850515,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MEDICAL CANNABIS HEALING LLC,,,,,,,,,2023-12-11,,,,,,,,,,
57742937900772366722,Solace Enterprises Llc,P046,Medical Production,Non-Operational,Clark,57742937900772366722,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SOLACE ENTERPRISES LLC,,,,,,,,,2023-12-11,,,,,,,,,,
57767394910751232160,Cannavative Farms Llc,C071,Medical Cultivation,Active,Washoe,57767394910751232160,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CANNAVATIVE FARMS LLC,,,,,,,,,2023-12-11,,,,,,,,,,
57910541642661535858,Lander Leaf Growers Llc,C198,Medical Cultivation,Active,Lander,57910541642661535858,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,LANDER LEAF GROWERS LLC,,,,,,,,,2023-12-11,,,,,,,,,,
57985307135305347124,Jdw Nevada Llc,RC066,Retail Cultivation,Non-Operational,Clark,57985307135305347124,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,JDW NEVADA LLC,,,,,,,,,2023-12-11,,,,,,,,,,
58128562827494412091,Medical Marijuana Group Inc,C020,Medical Cultivation,Active,Washoe,58128562827494412091,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MEDICAL MARIJUANA GROUP INC,,,,,,,,,2023-12-11,,,,,,,,,,
58400965098575467169,5Seat Investments Llc,P037,Medical Production,Non-Operational,Carson City,58400965098575467169,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,5SEAT INVESTMENTS LLC,,,,,,,,,2023-12-11,,,,,,,,,,
58419056164940136687,Vegas Valley Growers North Llc,P005,Medical Production,Active,Clark,58419056164940136687,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,VEGAS VALLEY GROWERS NORTH LLC,,,,,,,,,2023-12-11,,,,,,,,,,
59173856084611315340,Hh Sub Ii Llc,RD546,Retail Dispensary,Active,Clark,59173856084611315340,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,HH SUB II LLC,,,,,,,,,2023-12-11,,,,,,,,,,
59239887350322215968,Integral Production Llc,RP020,Retail Production,Active,Clark,59239887350322215968,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,INTEGRAL PRODUCTION LLC,,,,,,,,,2023-12-11,,,,,,,,,,
59240477366367737854,Zenway Corp,RC140,Retail Cultivation,Active,Clark,59240477366367737854,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZENWAY CORP,,,,,,,,,2023-12-11,,,,,,,,,,
59287610826909824091,Henderson Organic Remedies Llc,RD107,Retail Dispensary,Active,Clark,59287610826909824091,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,HENDERSON ORGANIC REMEDIES LLC,,,,,,,,,2023-12-11,,,,,,,,,,
59425342936489617985,Range Brands Llc,P040,Medical Production,Non-Operational,Clark,59425342936489617985,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,RANGE BRANDS LLC,,,,,,,,,2023-12-11,,,,,,,,,,
59947598683440960996,High Sierra Holistics Llc,RP069,Retail Production,Active,Washoe,59947598683440960996,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,HIGH SIERRA HOLISTICS LLC,,,,,,,,,2023-12-11,,,,,,,,,,
59957937698775278559,Silver State Wellness Llc,RC101,Retail Cultivation,Active,Clark,59957937698775278559,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SILVER STATE WELLNESS LLC,,,,,,,,,2023-12-11,,,,,,,,,,
59998657224967428496,Livfree Wellness Llc A Nevada Limited Liability Company,RP023,Retail Production,Active,Clark,59998657224967428496,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,LIVFREE WELLNESS LLC A NEVADA LIMITED LIABILITY COMPANY,,,,,,,,,2023-12-11,,,,,,,,,,
60209124011694020439,Sensible Edibles Llc,RP031,Retail Production,Active,Washoe,60209124011694020439,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SENSIBLE EDIBLES LLC,,,,,,,,,2023-12-11,,,,,,,,,,
60215712221216816750,Livfree Wellness Llc A Nevada Limited Liability Company,D051,Medical Dispensary,Active,Clark,60215712221216816750,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,LIVFREE WELLNESS LLC A NEVADA LIMITED LIABILITY COMPANY,,,,,,,,,2023-12-11,,,,,,,,,,
60221456183974265627,Helping Hands Wellness Center Inc,P092,Medical Production,Active,Clark,60221456183974265627,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,HELPING HANDS WELLNESS CENTER INC,,,,,,,,,2023-12-11,,,,,,,,,,
60232754740405315836,Hh Sub I Llc,RD548,Retail Dispensary,Active,Clark,60232754740405315836,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,HH SUB I LLC,,,,,,,,,2023-12-11,,,,,,,,,,
60375575493304646593,Gravitas Henderson Llc,RC016,Retail Cultivation,Active,Clark,60375575493304646593,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GRAVITAS HENDERSON LLC,,,,,,,,,2023-12-11,,,,,,,,,,
60481353847758083620,Tryke Companies So Nv Llc,T084,Retail Distributor,Active,Clark,60481353847758083620,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,TRYKE COMPANIES SO NV LLC,,,,,,,,,2023-12-11,,,,,,,,,,
60617213048329483143,Fidelis Holdings Llc,RC133,Retail Cultivation,Active,Clark,60617213048329483143,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,FIDELIS HOLDINGS LLC,,,,,,,,,2023-12-11,,,,,,,,,,
60728949404587008106,Thc Nevada Llc,C030,Medical Cultivation,Active,Clark,60728949404587008106,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,THC NEVADA LLC,,,,,,,,,2023-12-11,,,,,,,,,,
60784621649758886862,Deep Roots Harvest Inc,T095,Retail Distributor,Active,Clark,60784621649758886862,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,DEEP ROOTS HARVEST INC,,,,,,,,,2023-12-11,,,,,,,,,,
61179392211013199930,Ssac D1 Llc,RD060,Retail Dispensary,Active,Washoe,61179392211013199930,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SSAC D1 LLC,,,,,,,,,2023-12-11,,,,,,,,,,
61258314030822732126,Greenleaf Enterprises Inc,C050,Medical Cultivation,Active,Washoe,61258314030822732126,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GREENLEAF ENTERPRISES INC,,,,,,,,,2023-12-11,,,,,,,,,,
61301779234796117347,Clark Natural Medicinal Solutions Llc,RC165,Retail Cultivation,Active,Clark,61301779234796117347,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CLARK NATURAL MEDICINAL SOLUTIONS LLC,,,,,,,,,2023-12-11,,,,,,,,,,
61611537222691531848,Serenity Wellness Products Llc,T073,Retail Distributor,Active,Clark,61611537222691531848,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SERENITY WELLNESS PRODUCTS LLC,,,,,,,,,2023-12-11,,,,,,,,,,
61866401407522624698,Las Vegas Wellness And Compassion Llc,C137,Medical Cultivation,Active,Clark,61866401407522624698,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,LAS VEGAS WELLNESS AND COMPASSION LLC,,,,,,,,,2023-12-11,,,,,,,,,,
61887736101164525768,Db Labs Llc,L003,Medical Laboratory,Active,Clark,61887736101164525768,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,DB LABS LLC,,,,,,,,,2023-12-11,,,,,,,,,,
62002429809099661968,Green Therapeutics Llc,RP055,Retail Production,Active,Clark,62002429809099661968,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GREEN THERAPEUTICS LLC,,,,,,,,,2023-12-11,,,,,,,,,,
62288713970409249760,Clear River Llc,T020,Retail Distributor,Active,Clark,62288713970409249760,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CLEAR RIVER LLC,,,,,,,,,2023-12-11,,,,,,,,,,
62340865056138997248,Integral Cultivation Llc,T043,Retail Distributor,Active,Clark,62340865056138997248,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,INTEGRAL CULTIVATION LLC,,,,,,,,,2023-12-11,,,,,,,,,,
62474301567586344896,Mm Development Company Inc,RD006,Retail Dispensary,Active,Clark,62474301567586344896,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MM DEVELOPMENT COMPANY INC,,,,,,,,,2023-12-11,,,,,,,,,,
63045699645107821468,Clover Creek Organics Llc,P142,Medical Production,Non-Operational,Lincoln,63045699645107821468,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CLOVER CREEK ORGANICS LLC,,,,,,,,,2023-12-11,,,,,,,,,,
63179017136792237088,Qualcan Llc,RD591,Retail Dispensary,Active,Clark,63179017136792237088,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,QUALCAN LLC,,,,,,,,,2023-12-11,,,,,,,,,,
63273803311107454693,Green Therapeutics Llc,P055,Medical Production,Active,Clark,63273803311107454693,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GREEN THERAPEUTICS LLC,,,,,,,,,2023-12-11,,,,,,,,,,
63347173789507013445,Mm Development Company Inc,P002,Medical Production,Non-Operational,Clark,63347173789507013445,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MM DEVELOPMENT COMPANY INC,,,,,,,,,2023-12-11,,,,,,,,,,
63823593017866205802,Ararat Wine And Liquor Wholesale Inc,T094,Retail Distributor,Active,Clark,63823593017866205802,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ARARAT WINE AND LIQUOR WHOLESALE INC,,,,,,,,,2023-12-11,,,,,,,,,,
63918266150160688897,Las Vegas Wellness And Compassion Llc,RC137,Retail Cultivation,Active,Clark,63918266150160688897,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,LAS VEGAS WELLNESS AND COMPASSION LLC,,,,,,,,,2023-12-11,,,,,,,,,,
64345737726226352455,Livfree Wellness Llc,RD547,Retail Dispensary,Active,Clark,64345737726226352455,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,LIVFREE WELLNESS LLC,,,,,,,,,2023-12-11,,,,,,,,,,
64364789010887954474,The Hempire Company Llc,RP120,Retail Production,Suspended,Esmeralda,64364789010887954474,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,THE HEMPIRE COMPANY LLC,,,,,,,,,2023-12-11,,,,,,,,,,
64396246475438768402,Ncmm Llc,RP099,Retail Production,Active,Nye,64396246475438768402,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NCMM LLC,,,,,,,,,2023-12-11,,,,,,,,,,
64426900482560153641,Exhale Brands Nevada Llc,D105,Medical Dispensary,Active,Clark,64426900482560153641,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,EXHALE BRANDS NEVADA LLC,,,,,,,,,2023-12-11,,,,,,,,,,
64458963066306661796,Gfive Cultivation Llc,RC075,Retail Cultivation,Active,Clark,64458963066306661796,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GFIVE CULTIVATION LLC,,,,,,,,,2023-12-11,,,,,,,,,,
64610453975496632368,Tryke Companies So Nv Llc,D033,Medical Dispensary,Active,Clark,64610453975496632368,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,TRYKE COMPANIES SO NV LLC,,,,,,,,,2023-12-11,,,,,,,,,,
64995797755670122923,Clark Natural Medicinal Solutions Llc,C165,Medical Cultivation,Active,Clark,64995797755670122923,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CLARK NATURAL MEDICINAL SOLUTIONS LLC,,,,,,,,,2023-12-11,,,,,,,,,,
65621689196409860614,Dep Ops Nv Llc,P009,Medical Production,Non-Operational,Clark,65621689196409860614,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,DEP Ops NV LLC,,,,,,,,,2023-12-11,,,,,,,,,,
65689461925309882262,Fswfl Llc,RP086,Retail Production,Active,Clark,65689461925309882262,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,FSWFL LLC,,,,,,,,,2023-12-11,,,,,,,,,,
65714958753528319907,Floret Nevada Llc,P074,Medical Production,Non-Operational,Washoe,65714958753528319907,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,FLORET NEVADA LLC,,,,,,,,,2023-12-11,,,,,,,,,,
65990416749820182121,Nnv Operations I Inc,C141,Medical Cultivation,Active,Washoe,65990416749820182121,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NNV OPERATIONS I INC,,,,,,,,,2023-12-11,,,,,,,,,,
66298101522105826229,Cn Licenseco I Inc,C095,Medical Cultivation,Active,Clark,66298101522105826229,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CN LICENSECO I INC,,,,,,,,,2023-12-11,,,,,,,,,,
66465897513591575902,Agua Street Llc,C157,Medical Cultivation,Active,Clark,66465897513591575902,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,AGUA STREET LLC,,,,,,,,,2023-12-11,,,,,,,,,,
66506752367319977952,Gravitas Nevada Ltd,RP013,Retail Production,Active,Clark,66506752367319977952,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GRAVITAS NEVADA LTD,,,,,,,,,2023-12-11,,,,,,,,,,
66529987864286045247,Vegas Valley Growers North Llc,RC007,Retail Cultivation,Active,Clark,66529987864286045247,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,VEGAS VALLEY GROWERS NORTH LLC,,,,,,,,,2023-12-11,,,,,,,,,,
66572351495746559132,Pure Growers Llc,P137,Medical Production,Active,Lander,66572351495746559132,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,PURE GROWERS LLC,,,,,,,,,2023-12-11,,,,,,,,,,
66617546095474151491,Silver State Wellness Llc,RP051,Retail Production,Active,Clark,66617546095474151491,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SILVER STATE WELLNESS LLC,,,,,,,,,2023-12-11,,,,,,,,,,
66698167774848547520,Fidelis Holdings Llc,C133,Medical Cultivation,Active,Clark,66698167774848547520,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,FIDELIS HOLDINGS LLC,,,,,,,,,2023-12-11,,,,,,,,,,
66727918448382181540,Green Therapeutics Llc,RC083,Retail Cultivation,Active,Clark,66727918448382181540,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GREEN THERAPEUTICS LLC,,,,,,,,,2023-12-11,,,,,,,,,,
66873317086528740570,Gwga Llc,RC024,Retail Cultivation,Active,Nye,66873317086528740570,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GWGA LLC,,,,,,,,,2023-12-11,,,,,,,,,,
66956185074616370216,Nevada Organic Remedies Llc,T056,Retail Distributor,Active,Clark,66956185074616370216,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NEVADA ORGANIC REMEDIES LLC,,,,,,,,,2023-12-11,,,,,,,,,,
67002356856519287053,Las Vegas Natural Caregivers L.L.C.,C015,Medical Cultivation,Active,Clark,67002356856519287053,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,LAS VEGAS NATURAL CAREGIVERS L.L.C.,,,,,,,,,2023-12-11,,,,,,,,,,
67122044441374722164,Mesa Oils Llc,RP073,Retail Production,Active,Clark,67122044441374722164,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MESA OILS LLC,,,,,,,,,2023-12-11,,,,,,,,,,
67137974857763470339,Silver Sage Wellness Llc,RP022,Retail Production,Active,Clark,67137974857763470339,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SILVER SAGE WELLNESS LLC,,,,,,,,,2023-12-11,,,,,,,,,,
67152141156911857339,Nuleaf Reno Production Llc,RP061,Retail Production,Active,Washoe,67152141156911857339,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NULEAF RENO PRODUCTION LLC,,,,,,,,,2023-12-11,,,,,,,,,,
