id,license_number,license_status,license_status_date,license_term,license_type,license_designation,issue_date,expiration_date,licensing_authority_id,licensing_authority,business_legal_name,business_dba_name,business_owner_name,business_structure,activity,premise_street_address,premise_city,premise_state,premise_county,premise_zip_code,business_email,business_phone,parcel_number,premise_latitude,premise_longitude,data_refreshed_date,business_image_url,business_website
9492,C11-0000571-LIC,Active,,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,2019-06-28T00:00:00,2025-06-27T00:00:00,BCC,Bureau of Cannabis Control (BCC),"The Little Cottage Caregivers, LLC",Cavi Land,"Ross  Haley, Tony Fong, Tzehou Kung",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Littlecottage420@gmail.Com,(424) 666-9868,Data Not Available,,,2024-08-05T04:42:10.1866667,,
9493,C11-0000572-LIC,Active,,Annual,Commercial -  Distributor,Adult-Use and Medicinal,2019-06-28T00:00:00,2025-06-27T00:00:00,BCC,Bureau of Cannabis Control (BCC),"Gold Process, LLC",Data Not Available,Daniel Gastelum,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Dan@thegoldprocess.Com,(949) 973-0246,Data Not Available,,,2024-08-05T04:42:10.1866667,,
9494,C11-0000573-LIC,Active,,Annual,Commercial -  Distributor,Adult-Use and Medicinal,2019-06-28T00:00:00,2025-06-27T00:00:00,BCC,Bureau of Cannabis Control (BCC),Gartik Corp.,"D9 Manufacturing, Inc.","Ferrel Raskin, Russell Stamm",Corporation,Data Not Available,Not Published,Data Not Available,CA,Riverside,Data Not Available,Stephen@d9mfg.Com,(602) 944-1210,Data Not Available,,,2024-08-05T04:42:10.1866667,,
9495,C11-0000574-LIC,Active,,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,2019-06-29T00:00:00,2025-06-28T00:00:00,BCC,Bureau of Cannabis Control (BCC),"Matada, LLC","MATADA, LLC","Adam Agathakis, Christopher  Sarkissian, Edward Manolos, Jamie Alefosio, John Nguyen",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Jcfundingcapital@gmail.Com,(714) 342-1130,Data Not Available,,,2024-08-05T04:42:10.1866667,,
9497,C11-0000576-LIC,Active,,Annual,Commercial -  Distributor,Adult-Use and Medicinal,2019-06-30T00:00:00,2025-06-29T00:00:00,BCC,Bureau of Cannabis Control (BCC),Mb Distribution Inc,MB DISTRIBUTION INC,Jason Meister,Corporation,Data Not Available,Not Published,Data Not Available,CA,Kern,Data Not Available,Jason@master-Extracts.Com,(661) 645-4285,Data Not Available,,,2024-08-05T04:42:10.1866667,,
9500,C11-0000579-LIC,Active,,Annual,Commercial -  Distributor,Adult-Use and Medicinal,2019-06-30T00:00:00,2025-06-29T00:00:00,BCC,Bureau of Cannabis Control (BCC),"Red Sky Distribution, Inc.","RED SKY DISTRIBUTION, INC.",Chris Jennings,Corporation,Data Not Available,Not Published,Data Not Available,CA,Lake,Data Not Available,Redskydistro@gmail.Com,(707) 339-1447,Data Not Available,,,2024-08-05T04:42:10.1866667,,
9502,C11-0000581-LIC,Active,,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,2019-06-30T00:00:00,2025-06-29T00:00:00,BCC,Bureau of Cannabis Control (BCC),The Rx Depot Group Inc.,The Rx Depot Group Inc.,"Alfredo Cortez, Art Cortez, David Bernard",Corporation,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,David@reefercityfarms.Com,(310) 936-6076,Data Not Available,,,2024-08-05T04:42:10.1866667,,
9503,C11-0000582-LIC,Active,,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,2019-07-01T00:00:00,2025-06-30T00:00:00,BCC,Bureau of Cannabis Control (BCC),Varavo,VARAVO,Guste  Shukeireh,Corporation,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Melissa@varavo.Com,(323) 691-5583,Data Not Available,,,2024-08-05T04:42:10.1866667,,
9507,C11-0000586-LIC,Active,,Annual,Commercial -  Distributor,Adult-Use and Medicinal,2019-07-01T00:00:00,2025-06-30T00:00:00,BCC,Bureau of Cannabis Control (BCC),"Jbtb Holdings, Inc.","JBTB Holdings, Inc.","Gregory Fink, James Kim, Susan  Hoy, Takayuki (Tako) Sato",Corporation,Data Not Available,Not Published,Data Not Available,CA,Alameda,Data Not Available,Kasia@northstar-Equities.Com,(708) 833-2088,Data Not Available,,,2024-08-05T04:42:10.1866667,,
9510,C11-0000589-LIC,Active,,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,2019-07-01T00:00:00,2025-06-30T00:00:00,BCC,Bureau of Cannabis Control (BCC),"Cs Heritage Industry, Inc.","CS HERITAGE INDUSTRY, INC.","Giovanti  Humphries, Ivan Talan, John Michael Davis, Sergey Vasilyev, Tyler Geld",Corporation,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Billsohnla@gmail.Com,(310) 502-1124,Data Not Available,,,2024-08-05T04:42:10.1866667,,
9514,C11-0000592-LIC,Active,,Annual,Commercial -  Distributor,Adult-Use and Medicinal,2019-07-01T00:00:00,2025-06-30T00:00:00,BCC,Bureau of Cannabis Control (BCC),Mgvs Corp,Frosted Solutions,"Gustaf Gamble, Jude Bourke",Corporation,Data Not Available,Not Published,Data Not Available,CA,Alameda,Data Not Available,Info@frostedsolutions.Com,(213) 500-7153,Data Not Available,,,2024-08-05T04:42:10.1866667,,
9515,C11-0000593-LIC,Active,,Annual,Commercial -  Distributor,Adult-Use and Medicinal,2019-07-01T00:00:00,2025-06-30T00:00:00,BCC,Bureau of Cannabis Control (BCC),"Sd Realty Ventures Ii, LLC","SD REALTY VENTURES II, LLC",Krishnakumar Bhakta,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,San Diego,Data Not Available,Bhaktalicense@gmail.Com>,(619) 840-1260,Data Not Available,,,2024-08-05T04:42:10.1866667,,
9518,C11-0000596-LIC,Active,,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,2019-07-01T00:00:00,2025-06-30T00:00:00,BCC,Bureau of Cannabis Control (BCC),10th Street Facilities LLC,Data Not Available,"Ekaterina  Boley, JASON DIXON",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Jad2129@columbia.Edu,(205) 523-4966,Data Not Available,,,2024-08-05T04:42:10.1866667,,
9520,C11-0000598-LIC,Active,,Annual,Commercial -  Distributor,Adult-Use and Medicinal,2019-07-01T00:00:00,2025-06-30T00:00:00,BCC,Bureau of Cannabis Control (BCC),Green Wave Inc.,Green Wave Inc.,Tyler Vasquez,Corporation,Data Not Available,Not Published,Data Not Available,CA,Sacramento,Data Not Available,Tyler@lafleurgroup.Com,(916) 262-6718,Data Not Available,,,2024-08-05T04:42:10.1866667,,
9521,C11-0000599-LIC,Active,,Annual,Commercial -  Distributor,Adult-Use and Medicinal,2019-07-01T00:00:00,2025-06-30T00:00:00,BCC,Bureau of Cannabis Control (BCC),One Up Montebello LLC,One Up Montebello LLC,"Aram Ekimyan, Sarkis Asatryan, Vosky Khananian",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Oneupmontebello@gmail.Com,(562) 689-5220,Data Not Available,,,2024-08-05T04:42:10.1866667,,
9524,C11-0000602-LIC,Active,,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,2019-07-01T00:00:00,2025-06-30T00:00:00,BCC,Bureau of Cannabis Control (BCC),"Vampa Oil, LLC","Vampa Oil, LLC",Patrick Kalashyan,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Patrick@goldengaminggroup.Com,(424) 610-7777,Data Not Available,,,2024-08-05T04:42:10.1866667,,
9525,C11-0000603-LIC,Active,,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,2019-07-01T00:00:00,2025-06-30T00:00:00,BCC,Bureau of Cannabis Control (BCC),V O Leasing Corp.,VO LEASING CORP.,"Everett Smith, john Zapp, Nick Pringle",Corporation,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Jzapp56@gmail.Com,(405) 760-9642,Data Not Available,,,2024-08-05T04:42:10.1866667,,
9526,C11-0000604-LIC,Active,,Annual,Commercial -  Distributor,Adult-Use and Medicinal,2019-07-01T00:00:00,2025-06-30T00:00:00,BCC,Bureau of Cannabis Control (BCC),The Distillate Company LLC,DISTILLATE COMPANY LLC,"Gregory  Kaplan, James Switzer, Jorge Cossio, Lee McCue, Michael Schmitt, Peter Ishak, Tim  Gallagher",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Orange,Data Not Available,Peter@distillateco.Com,(323) 744-1738,Data Not Available,,,2024-08-05T04:42:10.1866667,,
9527,C11-0000605-LIC,Active,,Annual,Commercial -  Distributor,Adult-Use and Medicinal,2019-07-01T00:00:00,2025-06-30T00:00:00,BCC,Bureau of Cannabis Control (BCC),Humboldt Sun Kissed Farms And Research Facility,Humboldt Sun Kissed Farms,"Marcus Asevedo, Monica Mohr",Corporation,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,Monica@masmota.Com,(602) 418-2181,Data Not Available,,,2024-08-05T04:42:10.1866667,,
9529,C11-0000607-LIC,Active,,Annual,Commercial -  Distributor,Adult-Use and Medicinal,2019-07-02T00:00:00,2025-07-01T00:00:00,BCC,Bureau of Cannabis Control (BCC),"Belo, Inc.","BELO, INC.",Zuan Long Wu,Corporation,Data Not Available,Not Published,Data Not Available,CA,Alameda,Data Not Available,Junyi1212@gmail.Com,(510) 603-9133,Data Not Available,,,2024-08-05T04:42:10.1866667,,
9532,C11-0000610-LIC,Active,,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,2019-07-02T00:00:00,2025-07-01T00:00:00,BCC,Bureau of Cannabis Control (BCC),Ted's Budz LLC,Ted's Budz LLC,Theodore Lewis,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Theolewis4@gmail.Com,(323) 387-2413,Data Not Available,,,2024-08-05T04:42:10.1866667,,
9534,C11-0000612-LIC,Active,,Annual,Commercial -  Distributor,Adult-Use and Medicinal,2019-07-02T00:00:00,2025-07-01T00:00:00,BCC,Bureau of Cannabis Control (BCC),Jayne Health LLC,Jayne Box,"Bridget  Vidalis, Sean Benaim",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Getatsean@gmail.Com,(310) 828-2292,Data Not Available,,,2024-08-05T04:42:10.1866667,,
9537,C11-0000615-LIC,Active,,Provisional,Commercial -  Distributor,Adult-Use,2019-07-02T00:00:00,2025-07-01T00:00:00,BCC,Bureau of Cannabis Control (BCC),"300, LLC","300, LLC","Danny McPhail, Kevin Bacon",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,San Bernardino,Data Not Available,Kevin@caliherba.Com,(949) 630-8787,Data Not Available,,,2024-08-05T04:42:10.1866667,,
9538,C11-0000616-LIC,Active,,Annual,Commercial -  Distributor,Adult-Use and Medicinal,2019-07-02T00:00:00,2025-07-01T00:00:00,BCC,Bureau of Cannabis Control (BCC),"Lb Atlantis, LLC","LB Atlantis, LLC","Ryan Elmore, Warren Blesofsky",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Data Not Available,(714) 337-4408,Data Not Available,,,2024-08-05T04:42:10.1866667,,
9542,C11-0000620-LIC,Active,,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,2019-07-02T00:00:00,2025-07-01T00:00:00,BCC,Bureau of Cannabis Control (BCC),"Ironworks Collective, Inc.","Ironworks Collective, Inc.","Danny Kang, James Kim, Sunny Sassoon, Susan Hoy, Tak Sato",Corporation,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Kevinfarhanglicensing@gmail.Com,(310) 922-1123,Data Not Available,,,2024-08-05T04:42:10.1866667,,
9578,C11-0000624-LIC,Active,,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,2019-07-03T00:00:00,2025-07-02T00:00:00,BCC,Bureau of Cannabis Control (BCC),"Lyfted Farms, Inc.","LYFTED FARMS, INC.","James Blink, Joshua Baker, Peter Gregovich, Travis Heilman",Corporation,Data Not Available,Not Published,Data Not Available,CA,Stanislaus,Data Not Available,Bob@lyftedfarms.Com,(209) 345-8629,Data Not Available,,,2024-08-05T04:42:10.1866667,,
9579,C11-0000625-LIC,Active,,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,2019-07-03T00:00:00,2025-07-02T00:00:00,BCC,Bureau of Cannabis Control (BCC),"Elevate Farmz, LLC","ELEVATE FARMZ, LLC","Gregg Zutler, ZOILA MARTINEZ",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Gregg@elevatefarmz.Com,(310) 487-4200,Data Not Available,,,2024-08-05T04:42:10.1866667,,
9582,C11-0000628-LIC,Active,,Annual,Commercial -  Distributor,Adult-Use and Medicinal,2019-07-03T00:00:00,2025-07-02T00:00:00,BCC,Bureau of Cannabis Control (BCC),Fields Performance Inc.,Fields Family Farmz,"Alycia Spencer, Monica Fields",Corporation,Data Not Available,Not Published,Data Not Available,CA,Sacramento,Data Not Available,Fieldsracing.Com@mac.Com,(916) 591-1369,Data Not Available,,,2024-08-05T04:42:10.1866667,,
9583,C11-0000629-LIC,Active,,Annual,Commercial -  Distributor,Adult-Use and Medicinal,2019-07-03T00:00:00,2025-07-02T00:00:00,BCC,Bureau of Cannabis Control (BCC),Creme De Canna Collective,Data Not Available,"Allan Flores, Jacob Farrar, Jonathan Kolodinski, Mark Davis",Corporation,Data Not Available,Not Published,Data Not Available,CA,Santa Cruz,Data Not Available,Cannaponics@gmail.Com,(213) 926-3931,Data Not Available,,,2024-08-05T04:42:10.1866667,,
9587,C11-0000633-LIC,Active,,Annual,Commercial -  Distributor,Adult-Use and Medicinal,2019-07-03T00:00:00,2025-07-02T00:00:00,BCC,Bureau of Cannabis Control (BCC),Riverview Farms,Riverview Farms,Michelle  Hackett,Corporation,Data Not Available,Not Published,Data Not Available,CA,Monterey,Data Not Available,Michelle@riverviewfarms831.Com,(831) 801-6223,Data Not Available,,,2024-08-05T04:42:10.1866667,,
9596,C11-0000642-LIC,Active,,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,2019-07-03T00:00:00,2025-07-02T00:00:00,BCC,Bureau of Cannabis Control (BCC),Foreign Genetics Inc.,Foreign Genetics Inc.,"Arrion Jafari, Edouard Semerdjian",Corporation,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Vrarrion@gmail.Com,(818) 795-5046,Data Not Available,,,2024-08-05T04:42:10.1866667,,
9597,C11-0000643-LIC,Active,,Annual,Commercial -  Distributor,Adult-Use and Medicinal,2019-07-03T00:00:00,2025-07-02T00:00:00,BCC,Bureau of Cannabis Control (BCC),"Valley Herbal Center, Inc.",Data Not Available,"ARMINE GRIGORYAN, Boris  Sokol",Corporation,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Vhcvannuys@gmail.Com,(818) 786-1100,Data Not Available,,,2024-08-05T04:42:10.1866667,,
9600,C11-0000646-LIC,Active,,Annual,Commercial -  Distributor,Adult-Use and Medicinal,2019-07-03T00:00:00,2025-07-02T00:00:00,BCC,Bureau of Cannabis Control (BCC),"Btj Ventures, Inc","BTJ VENTURES, INC","Jan Meshon, Joshua Adriance, Khristopher Spain",Corporation,Data Not Available,Not Published,Data Not Available,CA,Orange,Data Not Available,Khrisspain@gmail.Com,(949) 482-7058,Data Not Available,,,2024-08-05T04:42:10.1866667,,
9603,C11-0000649-LIC,Active,,Annual,Commercial -  Distributor,Adult-Use and Medicinal,2019-07-03T00:00:00,2025-07-02T00:00:00,BCC,Bureau of Cannabis Control (BCC),"North Coast Wellbeing, Inc.",Dragonfly Wellness Center,"Jude Thilman, Lauren Fraser, Nathaniel Buttrick, Ruby Steinbrecher",Corporation,Data Not Available,Not Published,Data Not Available,CA,Mendocino,Data Not Available,Jude@cchange.Org,(415) 517-2833,Data Not Available,,,2024-08-05T04:42:10.1866667,,
9604,C11-0000650-LIC,Active,,Annual,Commercial -  Distributor,Adult-Use and Medicinal,2019-07-03T00:00:00,2025-07-02T00:00:00,BCC,Bureau of Cannabis Control (BCC),The Syndicate Lancaster,The Syndicate Lancaster,"Gabriel  Guzman, Mark Taylor, Shawn Belschner",Corporation,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Accounts@bigoilco.Com,(818) 925-8280,Data Not Available,,,2024-08-05T04:42:10.1866667,,
9605,C11-0000651-LIC,Active,,Annual,Commercial -  Distributor,Adult-Use and Medicinal,2019-07-03T00:00:00,2025-07-02T00:00:00,BCC,Bureau of Cannabis Control (BCC),Humboldt Sun Farms,Humboldt Brothers,Brett Todoroff,Corporation,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,Michael@humboldtbrothers.Com,(707) 337-3386,Data Not Available,,,2024-08-05T04:42:10.1866667,,
9610,C11-0000655-LIC,Active,,Annual,Commercial -  Distributor,Medicinal,2019-07-03T00:00:00,2025-07-02T00:00:00,BCC,Bureau of Cannabis Control (BCC),Emerald Bay Wellness,Emerald Bay Extracts,"Casey Angeley, Thomas Angeley",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Nevada,Data Not Available,Thomas@emeraldbayextracts.Com,(530) 414-9624,Data Not Available,,,2024-08-05T04:42:10.1866667,,
9611,C11-0000656-LIC,Active,,Annual,Commercial -  Distributor,Adult-Use and Medicinal,2019-07-03T00:00:00,2025-07-02T00:00:00,BCC,Bureau of Cannabis Control (BCC),"Opm Holdings, LLC",E11eleven Distribution,Jason Scruby,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Monterey,Data Not Available,Opmhold@gmail.Com,(916) 437-4733,Data Not Available,,,2024-08-05T04:42:10.1866667,,
9612,C11-0000657-LIC,Active,,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,2019-07-03T00:00:00,2025-07-02T00:00:00,BCC,Bureau of Cannabis Control (BCC),Gg Quality Manufacturing,Data Not Available,Gerardo Queredo,Corporation,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Ggqualitymfg@gmail.Com,(213) 519-2860,Data Not Available,,,2024-08-05T04:42:10.1866667,,
9613,C11-0000658-LIC,Active,,Annual,Commercial -  Distributor,Adult-Use and Medicinal,2019-07-03T00:00:00,2025-07-02T00:00:00,BCC,Bureau of Cannabis Control (BCC),La Green Rush LLC,LA Green Rush LLC,Daniel Shon,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,LagreenrushLLC@gmail.Com,(714) 876-5013,Data Not Available,,,2024-08-05T04:42:10.1866667,,
9614,C11-0000659-LIC,Active,,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,2019-07-03T00:00:00,2025-07-02T00:00:00,BCC,Bureau of Cannabis Control (BCC),"Dtpg Collective, Inc.",Data Not Available,"Gloria Chavez, Patrick  Stad",Corporation,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Dtpgcollective@gmail.Com,(323) 602-4211,Data Not Available,,,2024-08-05T04:42:10.1866667,,
9615,C11-0000660-LIC,Active,,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,2019-07-03T00:00:00,2025-07-02T00:00:00,BCC,Bureau of Cannabis Control (BCC),"Kush Valley Collective, Inc.",Originals Factory,"Matthew Ochoa, Michael Melendez, Patrick  Stad",Corporation,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Kushvalleycollective420@gmail.Com,(323) 599-2572,Data Not Available,,,2024-08-05T04:42:10.1866667,,
9616,C11-0000661-LIC,Active,,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,2019-07-03T00:00:00,2025-07-02T00:00:00,BCC,Bureau of Cannabis Control (BCC),"City Compassionate Caregivers, Inc.","CITY COMPASSIONATE CAREGIVERS, INC.","Jesse Sanchez, Patrick  Stad",Corporation,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Citycompassionate@gmail.Com,(909) 936-2236,Data Not Available,,,2024-08-05T04:42:10.1866667,,
9617,C11-0000662-LIC,Active,,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,2019-07-03T00:00:00,2025-07-02T00:00:00,BCC,Bureau of Cannabis Control (BCC),Hype LLC,HYPE LLC,Jasmine  Asatryan,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,HypeLLC.Info@gmail.Com,(818) 800-5678,Data Not Available,,,2024-08-05T04:42:10.1866667,,
9618,C11-0000663-LIC,Active,,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,2019-07-03T00:00:00,2025-07-02T00:00:00,BCC,Bureau of Cannabis Control (BCC),Sacred Tree 365 LLC,Sacred Tree 365 LLC,Annie Bishop,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Bishop1623@gmail.Com,(310) 893-4856,Data Not Available,,,2024-08-05T04:42:10.1866667,,
9623,C11-0000668-LIC,Active,,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,2019-07-04T00:00:00,2025-07-03T00:00:00,BCC,Bureau of Cannabis Control (BCC),Ranajit Chaudhury,Data Not Available,Ranajit Chaudhury,Sole Proprietorship,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Ranchaudhury@gmail.Com,(310) 497-8685,Data Not Available,,,2024-08-05T04:42:10.1866667,,
9625,C11-0000670-LIC,Active,,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,2019-07-04T00:00:00,2025-07-03T00:00:00,BCC,Bureau of Cannabis Control (BCC),Universal Nursery Los Angeles LLC,UNIVERSAL NURSERY LOS ANGELES LLC,Sevak Mikaiel,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Sevmikaiel@gmail.Com,(818) 726-9993,Data Not Available,,,2024-08-05T04:42:10.1866667,,
9627,C11-0000672-LIC,Active,,Annual,Commercial -  Distributor,Adult-Use and Medicinal,2019-07-05T00:00:00,2025-07-04T00:00:00,BCC,Bureau of Cannabis Control (BCC),"Holistic Pain Relief, LLC",LA CANNABIS CO EST 2007,"ARMEN PARONYAN, ARUTYUN YEGOYAN, GARNIK PARONYAN",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Armenvn@yahoo.Com,(323) 778-8540,Data Not Available,,,2024-08-05T04:42:10.1866667,,
9632,C11-0000677-LIC,Active,,Annual,Commercial -  Distributor,Medicinal,2019-07-05T00:00:00,2025-07-04T00:00:00,BCC,Bureau of Cannabis Control (BCC),"Wwcmc, Inc.",Besito,"Joseph Pearson, Sean Kelley",Corporation,Data Not Available,Not Published,Data Not Available,CA,Sonoma,Data Not Available,Compliance@sparc.Co,(707) 584-6923,Data Not Available,,,2024-08-05T04:42:10.1866667,,
9633,C11-0000678-LIC,Active,,Annual,Commercial -  Distributor,Adult-Use,2019-07-05T00:00:00,2025-07-04T00:00:00,BCC,Bureau of Cannabis Control (BCC),Ulbp Inc.,Primo Distribution,"Edward Schmults, John Nichols, Willie Senn",Corporation,Data Not Available,Not Published,Data Not Available,CA,San Diego,Data Not Available,Data Not Available,(619) 431-2852,Data Not Available,,,2024-08-05T04:42:10.1866667,,
9634,C11-0000679-LIC,Active,,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,2019-07-05T00:00:00,2025-07-04T00:00:00,BCC,Bureau of Cannabis Control (BCC),"Tamarack Valley Partners, LLC","TAMARACK VALLEY PARTNERS, LLC","BRYAN Schwartz, Christopher Malcolm, Corey Schwartz, Mark Wiebe",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Corey@3cfarms.Com,(818) 497-6869,Data Not Available,,,2024-08-05T04:42:10.1866667,,
9707,C11-0000686-LIC,Active,,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,2019-07-05T00:00:00,2025-07-04T00:00:00,BCC,Bureau of Cannabis Control (BCC),"Dub Brothers Management, LLC","DUB BROTHERS MANAGEMENT, LLC","Barry Walker, Brent Walker, Geoffrey  Yeterian, Thomas Gibb",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Dubbrothersla@gmail.Com,(323) 645-7669,Data Not Available,,,2024-08-05T04:42:10.1866667,,
9708,C11-0000687-LIC,Active,,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,2019-07-06T00:00:00,2025-07-05T00:00:00,BCC,Bureau of Cannabis Control (BCC),"United Medical Alliance, LLC",United Medical Alliance,"Artur Azatyan, Sarkis Azatian, Shawn Townsend",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,UnitedmedicalallianceLLC@gmail.Com,(213) 618-4894,Data Not Available,,,2024-08-05T04:42:10.1866667,,
9715,C11-0000694-LIC,Active,,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,2019-07-07T00:00:00,2025-07-06T00:00:00,BCC,Bureau of Cannabis Control (BCC),"Hunter Project Facilities, LLC",Data Not Available,"Adam Sutton, Ekaterina  Boley, Lisa Crockett",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,A.Sutton1212@gmail.Com,(805) 300-3182,Data Not Available,,,2024-08-05T04:42:10.1866667,,
9716,C11-0000695-LIC,Active,,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,2019-07-08T00:00:00,2025-07-07T00:00:00,BCC,Bureau of Cannabis Control (BCC),K.U.S.H. (Kinder Understanding Sensitive Healing) Collective,K.U.S.H. (KINDER UNDERSTANDING SENSITIVE HEALING) COLLECTIVE,"David Shin, JImmy Shin",Corporation,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Dshin@shinlegalgroup.Com,(562) 843-4676,Data Not Available,,,2024-08-05T04:42:10.1866667,,
9719,C11-0000698-LIC,Active,,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,2019-07-08T00:00:00,2025-07-07T00:00:00,BCC,Bureau of Cannabis Control (BCC),"Lizbor, Inc.",Distributree,Yana Bakshiy,Corporation,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Yana@whtcla.Com,(818) 266-5144,Data Not Available,,,2024-08-05T04:42:10.1866667,,
9721,C11-0000700-LIC,Active,,Annual,Commercial -  Distributor,Adult-Use and Medicinal,2019-07-08T00:00:00,2025-07-07T00:00:00,BCC,Bureau of Cannabis Control (BCC),Green Dragon Collective,Green Dragon Collective,"GLENN STANDRIDGE, Manuel Semerdjian",Corporation,Data Not Available,Not Published,Data Not Available,CA,Riverside,Data Not Available,Manuelsemerdjian@gmail.Com,(818) 610-9533,Data Not Available,,,2024-08-05T04:42:10.1866667,,
10778,C11-0000704-LIC,Active,,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,2019-07-08T00:00:00,2025-07-07T00:00:00,BCC,Bureau of Cannabis Control (BCC),Earth Blend Inc,Cali Boyz,"Hadas Cohen, Oded Gilboa, Shai Cohen",Corporation,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Earthblendcorp@gmail.Com,(323) 348-9439,Data Not Available,,,2024-08-05T04:42:10.1866667,,
10784,C11-0000710-LIC,Active,,Annual,Commercial -  Distributor,Adult-Use and Medicinal,2019-07-08T00:00:00,2025-07-07T00:00:00,BCC,Bureau of Cannabis Control (BCC),Buttonwood Tree LLC,Data Not Available,Ray Shott,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Monterey,Data Not Available,Coastabella@gmail.Com,(831) 588-4830,Data Not Available,,,2024-08-05T04:42:10.1866667,,
